3211,25,2000-09-1922:38:53
3347,19,2013-08-2609:53:24
390,23,2001-05-2501:04:57
4016,38,1979-09-0715:42:31
3999,5,1976-05-2909:11:59
123,38,1973-04-0406:14:06
3954,45,1971-06-1713:52:31
886,28,1999-04-2801:24:20
1759,18,1979-04-0904:32:59
4598,27,2017-05-2407:19:45
4987,7,2006-11-0223:51:49
2758,32,1975-05-2011:47:04
4735,23,1985-08-2100:08:35
3190,32,1980-12-0804:56:55
2785,43,1996-11-2217:31:35
654,8,1988-05-0510:28:57
4809,7,2018-04-2009:25:30
1224,8,1993-02-2406:52:32
4481,44,1972-07-1723:40:49
2691,34,1990-10-2915:13:10
326,27,1982-07-0304:19:15
3218,18,1979-08-0717:06:56
927,34,1986-03-2213:08:02
4745,27,2007-10-1811:35:48
3079,3,1991-04-0103:07:19
4725,11,2013-07-1914:22:22
1930,23,1972-06-0207:55:17
1101,50,1978-01-1011:05:44
3954,23,1998-08-0820:30:02
4356,17,1996-11-2520:27:31
3109,13,1979-05-2510:45:04
2386,21,2013-08-1518:22:08
4486,42,1974-10-0606:38:35
338,35,1994-02-0121:55:30
2957,3,1970-01-0322:48:07
292,14,1996-09-2104:52:42
2375,42,2011-04-0913:05:35
3969,33,2014-11-2504:29:28
1983,33,1985-12-1606:40:08
2045,32,2013-05-2004:03:23
3910,0,1989-08-1623:32:23
2865,26,1978-09-2510:11:59
3710,46,1990-09-1306:20:33
506,15,1993-03-1020:53:35
3632,28,2006-03-1815:00:31
1831,26,2006-04-0600:43:27
85,28,2002-07-0813:45:14
2469,46,1974-01-0113:31:56
2360,30,1974-01-3108:35:05
4799,22,2014-12-0816:07:51
1352,47,2008-07-2621:14:45
360,7,2002-11-2107:08:01
3900,37,1996-09-1802:47:05
669,5,1990-03-1010:26:25
3408,48,1975-03-3102:31:43
4657,4,2000-08-1603:43:44
1109,40,1979-03-2914:38:20
2386,44,2018-01-2806:22:24
15,42,1992-12-2504:54:52
2869,26,1996-04-0411:58:01
4782,20,1996-12-2909:30:05
1701,33,2016-02-0817:25:15
3566,33,1975-12-2806:56:55
3734,47,1980-01-1721:41:16
487,8,2001-05-0902:24:40
1149,38,1975-07-0807:21:42
3005,17,2002-11-2200:37:52
1635,28,1972-10-1207:24:30
2372,27,1995-03-1305:09:11
2339,15,2004-10-2715:05:07
3784,39,2009-07-0212:19:59
1839,41,2003-11-1607:46:30
3578,18,2018-08-1411:32:04
2695,34,2013-07-1100:55:55
887,24,2005-06-1404:35:55
3891,47,1980-09-1020:20:40
2537,30,2001-08-3108:31:23
4265,34,1994-01-2214:36:20
2679,28,1999-03-2622:49:01
2373,28,1989-04-0906:08:11
3403,24,2018-06-0617:53:57
3665,46,1970-03-0609:55:40
1693,8,1983-03-1601:16:41
3227,47,1992-10-0305:50:51
2859,12,2019-01-0214:24:48
3586,0,1975-08-0302:52:26
3388,42,1997-05-0911:57:21
2596,29,1972-07-0718:19:15
3535,9,2008-08-2417:57:39
4356,8,1991-01-1414:17:51
4856,39,1999-01-2620:51:23
806,23,2002-08-1821:53:34
3778,33,2018-02-1501:39:39
1973,23,1973-06-2806:14:05
966,32,2013-08-2204:19:04
717,23,1971-08-2922:27:16
1741,23,1974-08-0411:43:52
3235,3,1991-06-0115:02:49
3989,50,1993-08-0612:16:40
1309,17,1994-02-2605:08:22
4662,0,1999-12-0107:26:40
4298,39,1978-06-2320:19:09
1869,36,1975-07-2010:38:43
2461,13,2016-02-2514:27:57
4256,40,1987-07-0405:48:56
1135,9,1973-03-0902:23:23
689,39,1987-06-0900:40:13
3248,49,1984-03-1605:14:38
4698,6,1994-10-0916:52:37
1074,27,1996-04-2214:39:55
3116,39,1978-09-1400:46:39
2470,30,1970-11-0309:22:28
2348,15,2015-09-2313:34:07
1254,46,2009-07-3007:02:59
4231,29,1996-12-2617:38:37
1300,27,2000-05-2814:06:06
2978,13,1999-01-2715:03:28
518,28,2015-01-0806:47:45
2880,22,1985-02-1701:18:02
1333,21,2005-03-0518:33:30
4773,24,1993-07-1921:20:48
3285,39,1993-10-2217:06:37
1535,10,1993-02-0200:00:29
4236,18,1981-11-1913:48:01
4999,12,2004-11-1615:49:27
4578,31,1975-08-2719:00:10
4295,45,2003-02-1600:44:08
2565,40,1999-04-1023:05:03
794,41,1992-06-0315:52:31
4001,31,2008-01-1711:25:54
692,28,2011-01-2617:39:05
2177,9,1989-07-1920:28:14
3356,20,1986-07-1615:49:21
4401,45,1976-04-2321:15:11
505,31,2012-04-2207:07:15
1828,28,1982-09-0209:36:32
4472,6,1987-07-2404:29:45
2094,6,2017-09-0905:29:44
1618,12,1997-09-2416:33:55
869,22,1991-10-2507:49:30
2962,46,2014-06-2621:33:24
2276,43,1995-05-1414:04:04
771,39,1989-04-2307:30:01
3082,6,2012-07-2702:51:57
3334,31,1970-03-2004:10:41
171,21,2013-04-0911:35:02
731,46,2002-11-1921:36:38
2682,10,1998-12-0500:29:43
539,48,1999-10-0918:25:02
3393,25,2003-02-0606:25:43
1117,20,1985-03-0712:26:08
2358,40,1988-11-0302:51:21
2739,8,2009-12-1704:10:17
2489,24,1995-04-1818:37:28
1797,42,2018-09-1921:29:31
2730,6,1998-10-0622:13:41
3312,22,2008-08-2017:52:27
2986,1,1982-06-1622:22:17
817,44,2003-04-2410:02:15
4848,20,1975-03-2411:13:22
791,19,2007-03-1206:51:26
1808,21,1972-10-2714:12:57
4974,31,1995-09-0403:24:01
3534,23,1984-03-1522:22:40
4446,19,2014-10-0907:06:33
4033,32,2009-07-1110:23:05
3772,19,1976-04-1205:06:29
1502,24,1974-03-2716:50:37
4060,6,1973-03-1117:33:04
1170,2,1975-12-1512:48:59
4241,34,1995-12-0706:16:18
1292,16,1993-02-2601:02:37
1412,3,1980-07-0313:30:04
4734,32,2017-01-0217:21:38
3935,23,1971-01-1417:32:05
4880,24,2001-02-0618:58:42
1918,0,2017-12-2818:48:25
2441,4,2003-02-0200:32:07
1458,15,2007-02-0511:41:06
830,21,1997-07-0508:14:54
3559,25,1974-10-1408:44:07
3108,6,1984-09-0302:21:14
2279,27,1977-04-2307:14:21
1412,34,1999-02-0500:38:52
4078,23,1995-01-2905:44:44
1478,2,1976-02-1217:36:40
4762,2,1992-09-2417:26:33
3019,0,2008-12-0114:54:09
2745,41,2017-08-1316:57:33
4121,1,1980-10-1908:54:03
1420,21,2008-09-0607:43:11
4201,38,1998-12-0521:21:43
4781,24,1972-10-1008:25:54
2467,45,1991-01-0803:55:24
2701,10,1980-07-0902:54:13
1067,49,1994-08-2211:50:14
3959,23,1994-01-0116:51:57
3639,9,1995-06-2900:43:26
249,28,1972-03-1602:12:10
1364,35,2003-10-1217:34:22
3550,12,1980-11-1112:40:23
3570,30,2017-05-2615:58:15
1666,50,2012-12-1310:03:14
19,0,1984-09-0521:55:35
520,34,1989-04-1503:04:51
2650,44,2013-01-2609:50:03
657,44,2006-12-2622:40:13
3980,45,1993-03-0204:38:52
4265,22,2010-02-2306:10:17
3931,24,1984-06-2318:26:10
2506,42,1981-04-2803:33:47
4330,20,1970-03-1605:37:18
4669,6,1980-04-1706:18:26
4297,48,2008-03-0718:20:02
771,18,1991-08-1822:54:54
3092,19,1972-02-2221:42:22
4535,28,1981-03-0422:30:48
2535,10,1997-09-2318:48:42
1554,47,1982-01-1717:15:23
2161,8,1997-11-0803:37:08
1853,3,2010-04-2110:14:15
1731,9,1998-05-2900:56:29
4951,35,1995-12-0312:58:31
2508,18,1995-01-0310:27:10
1654,24,1972-05-0700:12:11
4504,13,2015-10-2413:02:50
776,11,1984-08-2506:05:42
2964,3,1991-08-2807:43:38
4965,3,1976-05-0811:19:24
1997,14,1974-12-0322:56:13
1252,29,2003-05-1816:51:58
852,40,1977-04-1206:36:36
2456,32,1995-10-1515:12:19
3957,33,2017-05-0917:53:30
3212,46,2014-09-2221:56:32
2118,39,2012-08-1107:03:36
961,45,2017-02-0815:31:15
3912,40,1974-07-0622:36:17
3183,28,2011-06-1414:30:52
3369,22,1986-03-2112:24:05
388,13,2006-03-3003:03:36
433,32,2001-08-0505:26:25
4032,29,2017-01-2116:28:56
949,20,2013-11-3020:07:17
2121,17,1977-11-0811:16:01
1050,36,1971-07-0917:58:32
1660,40,1993-11-2717:31:17
3559,45,1970-04-1701:00:24
2887,22,2014-04-2717:08:32
1370,15,1976-05-3012:44:23
3488,22,1975-08-2716:01:57
3692,7,1970-04-0523:02:59
4581,48,1989-02-1804:32:52
2066,32,2010-02-1005:52:35
4709,3,2004-05-2502:25:24
1787,2,1996-11-1303:37:08
4978,7,1977-06-3011:21:42
2729,13,1993-12-1011:01:12
261,45,1974-07-2817:50:33
245,48,2010-12-2307:26:54
4337,39,1973-05-1803:28:22
4292,12,2003-04-2416:32:51
3200,46,2017-05-3100:18:03
2274,47,2014-08-3122:18:34
432,31,1991-12-0215:40:57
2778,30,2012-04-1017:56:32
3903,20,1970-06-0213:11:22
4020,17,1996-09-0723:13:12
13,18,1985-09-2007:18:44
4748,45,1997-08-0623:02:10
1644,31,1991-01-1704:46:13
1456,30,1972-01-2701:58:32
1393,47,1987-08-0422:01:16
1933,19,1997-08-2020:10:04
3436,34,2006-09-0815:57:46
1274,15,1988-08-0202:05:00
4869,39,1993-08-0318:47:27
3361,46,2014-10-1822:19:38
1618,21,1972-03-0111:14:37
3744,46,2010-11-3007:36:22
2626,23,1995-11-0114:41:01
509,26,1970-06-2103:00:30
4411,16,1993-04-2222:26:22
4781,6,2012-02-2114:18:22
398,12,1970-07-2217:03:40
1997,50,1995-08-1113:46:11
2474,15,1999-04-2723:22:03
830,13,1990-06-2817:14:47
705,23,2017-09-2211:55:17
851,0,1990-05-1015:35:32
3467,5,1983-12-1914:09:27
1274,12,2016-09-1513:46:46
1206,44,1991-06-2707:16:31
4204,16,1976-08-0913:09:45
1507,36,1990-11-0916:38:07
4473,23,1973-12-2721:17:28
4787,21,1986-07-0215:11:39
536,34,2005-03-0911:37:00
2266,50,2005-08-2712:08:02
4014,24,1999-10-0408:52:18
3364,4,2017-01-2003:04:15
2323,36,1974-04-1716:09:42
4211,2,1998-06-1904:20:02
2904,26,1973-03-3020:43:59
1495,26,2013-03-3010:04:43
4362,7,2014-04-1020:29:01
2908,24,1974-04-3022:05:53
2834,34,1974-11-1016:06:32
1268,18,1970-08-2511:45:00
2127,8,1999-09-2800:12:17
1759,41,1999-02-1514:01:26
4160,36,2001-08-2419:34:41
4560,31,2005-05-1715:34:31
250,26,1998-07-2500:48:54
2192,1,1990-12-2300:09:08
799,49,1987-04-0920:55:45
1852,2,1980-11-1812:43:48
224,29,1987-10-1223:48:01
823,15,1976-02-1014:45:16
3555,33,1989-09-2107:28:50
894,26,1977-10-0401:40:39
4358,12,1974-08-1704:01:50
3205,6,1995-02-1603:45:55
1598,25,2003-10-2503:41:12
4039,7,2011-06-2419:57:00
4319,5,2017-09-1405:38:30
1547,50,2004-09-2009:40:39
2568,47,1984-02-2718:08:08
403,48,1990-01-0901:12:42
61,3,1972-10-2111:05:00
4040,21,1973-05-0814:23:27
776,47,1973-07-2608:56:00
2041,4,1991-09-1609:58:38
2243,42,2011-07-1012:37:02
2022,32,1978-12-0909:31:25
3083,29,1988-10-1715:39:36
3061,11,1997-09-2009:08:38
4258,49,2002-09-2222:58:09
1409,21,2012-05-2720:56:45
747,21,1985-07-1007:44:46
3862,36,1974-11-1220:18:55
4900,30,2001-05-1105:07:54
4834,22,2010-08-0616:20:27
4004,6,2006-03-1702:23:25
4317,36,2010-07-3013:02:50
4386,47,1988-05-0707:11:05
4258,27,1997-01-0615:14:38
2619,23,2013-01-0103:00:42
4607,19,1976-12-0508:07:38
1659,10,1982-12-0400:16:29
3996,37,2008-08-0403:41:29
4828,30,1973-08-0121:08:37
974,14,1977-05-1911:28:52
2711,7,1978-11-2017:51:00
3082,10,1990-11-1609:46:11
623,22,2002-02-1314:36:57
1116,50,2010-05-0814:15:43
2069,21,1988-12-1423:28:37
3428,25,2004-05-1618:17:17
3974,34,1980-09-1905:02:39
4091,20,1989-04-1320:06:31
2833,25,1993-06-3016:34:39
3960,27,1989-10-1311:34:55
83,4,1998-01-2322:08:26
1317,37,1971-06-0801:16:37
2969,6,2018-04-0919:31:19
1038,40,2003-09-0803:08:13
526,28,2012-05-1722:52:46
1730,16,1970-06-2308:20:32
1857,15,2007-07-2912:05:27
255,28,1981-07-1722:18:54
3893,48,1992-07-2111:12:29
3215,15,1996-09-1117:50:33
2564,30,2017-06-2515:24:06
1331,48,2013-07-0613:15:06
2200,23,1977-08-1708:03:07
4525,21,2005-09-2103:18:56
1479,25,1987-06-3010:50:58
4,50,1982-01-2704:39:03
4009,19,2009-07-2412:42:36
4256,12,1986-08-0422:45:42
4782,49,1981-08-2622:13:38
4808,2,1994-11-1111:38:50
1435,41,1991-08-2502:32:31
1529,14,2000-01-2522:00:37
3362,28,1970-05-0815:50:27
3820,14,1994-03-2721:48:28
2718,2,1983-08-3018:46:39
2688,35,2000-05-2301:15:51
3966,4,1976-03-0818:35:33
2877,25,2005-08-2820:12:46
2702,20,2008-04-2412:17:38
3669,0,2000-04-2008:03:23
3645,0,1984-09-0614:39:14
340,12,1973-10-0402:45:59
939,5,1971-05-1401:26:43
3171,3,1976-10-1923:56:33
4501,36,2016-07-1711:11:46
2711,22,1983-08-1117:02:17
2422,49,1998-01-0416:44:20
3106,42,1990-01-2318:08:21
368,2,2003-09-1201:24:04
2421,8,2009-11-0811:26:18
1208,45,2017-02-1207:31:27
3594,28,2005-04-2822:24:20
3202,47,1985-12-2103:00:29
3319,28,2005-10-0707:37:47
235,24,1983-05-2516:52:06
3830,22,1983-06-0112:56:42
1921,41,1999-11-0516:23:25
1800,43,1996-02-0111:13:17
2746,34,2011-01-2912:06:11
4907,18,1973-09-2411:08:45
1012,42,2000-08-1712:36:50
822,34,1990-06-1618:12:05
1958,22,1988-01-1611:52:13
201,9,1997-04-2717:59:56
145,5,2004-12-2619:59:43
341,0,2011-07-2206:19:25
1909,46,1981-09-1619:19:29
4092,27,2018-11-1801:43:04
499,13,1989-07-2910:03:23
4982,6,2005-05-1806:50:54
4543,12,1980-12-0903:03:40
2344,30,1996-08-2210:31:35
3782,13,1972-03-1823:56:48
1701,25,2005-08-2022:20:42
2258,27,1979-07-3120:39:53
4302,30,1983-01-1123:03:50
3251,5,1985-03-1123:55:09
2929,29,1991-01-2110:18:10
3323,38,1997-03-2505:03:03
1536,12,1983-05-3019:00:47
3327,6,1978-11-2101:18:26
59,18,2004-01-2621:30:56
2246,3,1983-02-1421:19:18
117,6,1980-02-2612:02:24
1816,19,2005-09-0923:04:45
2366,20,1983-12-1601:07:13
4244,45,1972-01-0813:56:49
4570,19,2006-04-1805:35:44
226,32,2015-12-1113:45:14
491,40,1985-02-2308:59:48
2818,28,2012-09-1022:37:41
2652,32,1999-12-1405:09:02
3549,0,1979-05-1601:52:02
3845,45,2005-03-1217:31:33
893,46,2008-12-2509:58:31
4207,31,1971-05-0710:00:46
916,27,1997-07-2417:11:14
328,18,1977-10-0122:47:18
703,47,1971-08-0613:45:39
2843,22,1970-04-1704:43:25
114,47,1978-01-2818:41:50
3114,40,1993-05-1203:03:02
1750,38,1988-09-2410:23:42
3981,43,2002-11-0512:41:53
4541,4,2006-03-1202:07:19
1278,17,1990-05-0513:00:34
1245,25,2009-02-2001:17:18
975,30,1983-06-0606:54:21
743,48,2013-01-0918:13:59
4202,0,2013-07-2102:52:28
2017,10,2004-05-1509:54:03
2343,3,2000-11-1023:51:02
4442,12,1998-02-1206:15:54
1470,48,1983-03-1106:56:51
4333,29,2013-11-0119:47:32
3730,5,1995-08-1706:36:48
184,29,1970-06-2703:38:53
1853,6,1976-05-1216:49:27
2778,48,1985-01-0303:55:29
642,48,1978-11-2413:36:31
707,6,1980-08-1602:50:36
3553,19,1977-12-0501:46:08
705,6,2015-02-1820:32:33
4820,15,1983-08-2218:48:36
4219,0,2015-03-0121:55:48
1808,33,2006-11-0614:06:13
4243,37,1992-04-1803:50:27
1172,29,2019-04-1820:25:41
3979,5,1986-06-2913:28:07
2416,14,2018-08-1814:35:52
1779,26,1995-12-2222:07:53
4379,36,1986-06-2412:46:38
2388,20,2004-09-0806:34:29
1894,44,2001-03-0718:06:20
4329,19,1970-08-1523:07:31
4150,35,2006-04-0616:55:52
1428,9,2003-01-2915:59:23
467,6,1997-05-0301:33:39
281,2,2019-02-1415:13:20
3599,24,1998-08-2111:14:18
342,42,2008-11-2412:45:48
578,43,1974-12-0916:16:24
398,31,1973-05-0301:19:37
2557,24,1998-05-2006:12:37
4041,40,2006-02-1917:45:57
3890,3,2017-11-1220:05:40
2699,27,2002-05-3110:38:01
3103,20,2009-10-0900:43:58
4799,13,2001-01-1204:46:50
2069,27,1991-03-0803:25:16
852,39,1981-02-0517:45:18
913,28,1978-11-2020:46:38
3280,9,1992-11-1503:15:13
4651,23,1991-05-1004:29:12
4024,27,1970-04-2308:53:15
2882,7,2015-04-0106:15:40
1236,38,1994-07-2022:56:41
4179,40,1982-05-1607:47:35
2199,26,1990-09-1304:17:03
602,47,1993-04-2020:06:30
3298,9,1992-08-1823:27:00
1270,20,1971-04-0912:43:21
350,48,1988-03-3013:28:45
894,39,2009-11-2023:32:55
1865,0,2000-08-0317:18:43
3379,50,1979-05-3022:38:30
3400,50,1978-11-2611:07:12
1,24,1989-07-0703:15:26
2936,13,2009-07-1105:30:06
3532,42,1970-07-0118:12:41
810,11,1980-12-0711:11:46
4977,35,1993-11-1609:47:59
3024,21,2007-02-1304:53:18
676,31,1981-01-2418:17:55
89,36,2017-02-2115:17:13
3140,42,2019-05-1308:16:29
1781,45,1976-02-2704:51:31
1923,14,1989-05-2222:55:52
4023,46,2012-12-0223:14:54
4334,24,2018-03-1206:03:29
3597,44,2005-04-1316:56:41
121,7,2014-05-2221:25:18
2672,12,2019-03-0414:14:20
1524,26,1983-03-1319:14:08
4800,27,2001-12-1022:02:58
4214,41,1984-12-2216:18:53
2378,33,2011-01-3018:20:46
3776,24,1980-10-1723:36:30
4565,33,1977-07-1608:51:46
4163,46,1995-08-1306:01:28
3884,21,1978-12-1019:15:05
1832,47,1995-08-0419:20:05
2705,10,2009-10-2612:15:33
1809,19,1970-01-0307:26:54
2652,23,1995-05-1114:33:07
1423,47,2009-10-1918:41:09
4489,18,1983-08-2610:24:07
577,3,1998-06-1608:02:54
2612,40,1982-04-1016:13:16
745,36,1990-11-1422:30:05
1245,19,2005-03-0116:46:26
4976,9,1982-02-0113:39:45
2008,3,2002-10-1711:25:37
1237,4,1988-10-0603:03:17
753,33,1987-10-1806:01:36
3283,49,1974-09-2902:20:43
4674,8,2014-02-2622:32:05
4161,43,2005-06-2502:03:12
3139,27,1986-03-2805:46:53
2149,15,2017-07-3105:51:54
1429,42,1994-12-0518:36:23
4778,23,1981-12-2615:32:24
500,17,1996-04-0920:36:12
2698,44,2015-11-1211:34:12
1612,27,2007-04-2403:46:17
3923,50,2003-05-2913:50:49
1966,41,2000-01-2202:37:03
1580,28,2001-04-1322:23:19
3173,26,2015-06-1302:12:14
2535,21,1977-02-2205:58:30
2189,1,2010-03-0412:05:18
3464,32,1978-11-2306:30:19
37,38,1971-04-1114:00:29
4421,0,2008-07-1519:06:04
3922,22,1976-01-3003:00:33
2949,20,1983-09-2906:27:05
4859,20,1987-04-1614:00:47
688,33,1972-07-2719:06:00
3003,39,1999-08-0606:42:34
1405,20,1999-05-1101:01:44
3179,45,2014-12-2912:16:29
4431,38,2007-11-1300:51:13
547,50,1970-02-1919:57:52
1038,47,1985-04-1406:32:53
2843,24,1998-03-2511:28:10
4349,18,1995-08-0203:48:12
1408,25,2001-08-2216:27:53
4354,15,1991-06-3012:40:54
4207,21,2017-10-1300:53:26
2407,15,1991-10-2319:13:10
1101,31,2017-08-0202:29:43
4862,4,1988-10-0216:10:45
4588,20,1988-02-1708:00:19
830,4,1975-05-0402:10:22
1210,46,1982-05-0307:07:45
4738,2,2014-08-2312:54:22
3662,29,1994-09-1421:39:41
1863,9,2008-02-1501:18:18
2479,38,2003-06-0505:50:53
501,48,1992-05-2518:01:12
3151,10,2019-04-2606:19:55
3352,12,2016-02-1312:05:55
2288,38,2013-08-1614:20:57
510,35,2006-04-2719:42:18
2710,8,1997-05-0518:12:44
1828,39,2009-05-2514:14:00
2323,46,1994-02-0112:31:04
177,42,1984-08-3010:20:42
119,21,1999-11-1106:33:08
1865,14,1973-11-1411:00:22
1966,28,1989-04-1604:08:31
3597,22,2010-12-2615:15:57
4052,25,1993-05-2410:50:25
3889,3,2001-04-0104:46:44
1271,4,1995-05-0806:06:27
2734,3,1986-09-2718:51:31
4357,40,1976-05-3003:05:54
2074,46,1998-12-0306:36:28
1433,13,1983-05-1916:23:08
3121,34,1991-12-0405:34:24
2970,45,1999-08-0522:19:46
872,6,2013-11-0621:48:26
4448,26,2003-12-1717:22:00
2130,10,2009-02-0920:37:07
4916,11,1994-04-0416:19:55
3905,36,1970-03-0803:10:25
316,26,1993-09-1621:01:57
4805,27,1972-07-1409:22:06
2162,1,1975-01-1517:15:56
2222,48,1987-06-0805:24:47
1008,18,1986-04-0720:28:14
2296,18,1994-04-2603:22:32
4176,40,1989-05-0403:40:22
15,41,2001-08-0703:48:04
3299,5,1974-07-0715:52:43
4116,24,1980-01-1804:05:35
77,13,1981-12-2422:01:40
1917,6,2018-01-0712:32:06
3364,31,1983-06-1401:18:23
1459,3,1980-10-2402:28:26
3027,28,2010-06-0614:02:18
319,0,2014-08-0506:16:43
2941,32,1987-06-1421:09:59
4623,33,1986-02-1105:15:14
1929,2,2017-07-2102:46:05
1527,16,2001-07-1015:57:02
4506,13,2012-11-2202:03:19
1318,9,2012-08-1517:24:11
1502,20,2010-06-1504:54:47
424,5,1977-03-2406:34:35
982,4,2016-07-2101:32:25
3361,18,2005-04-1110:38:52
2091,48,1991-01-1010:38:29
3344,40,2016-06-0910:41:41
2077,26,1984-09-1200:16:28
3127,6,2009-06-2822:17:10
51,34,1999-10-1902:26:27
4638,1,2005-05-1703:39:58
