851,2017-07-29 11:19:01,39
1357,1976-01-19 11:05:13,38
2604,2002-03-19 11:30:58,14
2234,1979-01-30 16:10:35,41
1924,1971-03-12 08:54:06,32
122,2010-03-06 14:17:13,8
3266,1992-07-05 23:54:31,34
1653,1989-06-27 16:58:35,24
1795,2003-02-04 10:38:38,31
4088,2019-03-02 23:43:26,35
4882,2015-09-08 01:53:22,10
2457,1981-02-04 15:47:09,20
4120,1979-04-23 22:06:48,20
2322,1994-08-21 05:02:04,6
2901,2011-10-20 13:30:21,3
1518,2012-01-15 10:40:23,36
3735,1988-07-20 13:24:41,41
2276,1977-09-17 08:52:31,0
4851,1993-01-02 17:18:44,33
2249,1990-01-22 02:02:39,40
3232,1974-02-12 13:40:01,35
2593,1974-05-31 04:00:02,25
1393,1999-08-21 01:08:15,46
3092,2011-06-14 07:08:11,19
1459,1976-11-21 10:55:52,7
262,1995-11-20 16:21:38,17
4629,1977-05-17 09:18:57,23
1038,2014-03-18 05:15:30,34
975,2011-11-01 05:33:14,0
4053,2002-07-08 16:57:25,46
4461,2016-11-23 18:13:56,7
1570,1988-11-28 05:25:31,6
454,2007-09-20 06:23:56,39
1121,1997-09-25 13:02:55,21
4847,2007-04-19 05:23:29,48
652,1978-08-27 00:52:30,17
801,2013-09-02 01:45:28,36
4343,1986-03-12 15:34:15,2
1076,1984-05-28 16:35:23,46
4220,1979-09-07 22:48:55,31
2203,1972-02-25 17:32:27,31
2473,2017-08-06 18:28:20,35
976,1980-07-22 15:15:54,22
4049,1981-07-30 05:20:29,6
2408,1970-10-05 00:38:13,39
211,1983-05-01 06:53:08,22
1200,2007-10-06 04:13:33,5
494,1985-07-05 09:49:05,23
3900,2004-03-11 14:11:02,5
4832,1993-03-31 07:49:49,46
4817,1991-02-19 16:46:49,35
611,2000-03-04 15:08:52,23
1930,1993-01-31 06:36:44,8
515,1980-12-14 01:49:28,13
4627,2004-04-15 08:33:56,16
276,2003-02-11 20:04:34,46
719,2015-03-07 18:26:59,42
3705,2014-06-08 07:35:43,20
1691,2017-04-06 13:56:46,22
4944,1998-05-25 23:46:12,15
3926,1973-09-23 16:06:19,26
4375,2017-01-10 17:00:52,45
161,1983-04-23 01:39:14,14
3792,1978-02-17 13:46:46,0
4089,1977-12-01 14:06:40,38
791,1989-02-10 18:17:35,29
4493,1983-01-25 22:48:19,29
2837,1999-06-14 11:06:00,35
1501,1987-11-29 23:37:38,39
2636,2014-10-28 13:59:38,45
1642,2005-02-25 01:29:43,28
632,1985-11-07 04:58:48,16
1159,2009-02-12 15:33:30,39
632,2001-02-26 18:53:53,13
1048,1993-10-23 15:43:43,16
448,2009-06-20 07:10:32,28
4170,2012-02-04 00:18:21,34
341,2008-10-27 08:00:13,37
798,1998-12-13 04:55:14,3
1914,2011-05-07 14:56:57,37
4143,1989-12-03 11:35:39,35
2494,2004-05-18 01:33:03,8
119,1995-03-26 21:55:16,25
3916,2007-07-01 03:21:54,41
3880,2002-01-09 07:31:44,23
2799,2011-09-02 00:48:29,2
2900,2007-02-24 09:15:10,12
1637,2003-08-13 11:10:14,19
1647,1980-03-06 21:52:22,15
1447,2012-01-17 00:50:38,7
2115,1970-08-13 16:21:42,23
2161,1998-02-04 22:34:24,6
2855,1987-01-11 12:52:27,23
1364,1991-08-15 09:11:15,36
4841,2012-04-21 21:02:45,26
54,2001-05-27 16:57:59,2
1222,2004-10-05 23:02:04,29
848,1984-12-06 15:40:19,24
1612,2014-10-10 17:14:31,20
3229,1970-09-13 19:00:42,8
1019,2009-07-04 00:11:58,48
4348,1992-10-06 01:42:03,14
3183,1999-12-11 02:54:26,23
1878,1990-12-30 18:57:54,22
2737,2019-04-02 12:07:55,9
1758,1995-03-01 21:16:50,8
3616,1972-12-25 04:37:05,17
3197,1977-11-15 07:09:20,38
483,2013-01-25 22:04:22,16
597,1986-02-13 14:51:07,38
4300,2008-09-20 23:46:42,32
3131,2007-07-20 20:35:49,2
4742,1987-03-09 13:35:04,12
4714,2003-04-04 17:42:37,10
3992,1974-12-30 10:43:35,5
4665,1977-08-20 07:26:09,46
3567,1980-08-23 08:03:57,8
3848,1994-05-01 05:38:09,39
3621,1994-11-28 23:40:03,42
2781,1973-03-06 10:36:47,29
3892,2006-09-29 15:34:47,44
3812,2014-02-16 07:11:15,18
2032,2009-09-09 23:07:30,25
4468,1986-04-06 04:58:41,30
230,1979-08-31 21:19:02,30
1416,1971-09-17 17:23:46,2
1872,2016-10-07 04:03:48,46
116,1996-07-16 00:38:23,49
4153,1996-09-15 10:28:53,48
762,1987-12-12 07:16:05,21
938,1982-07-03 23:23:07,31
2693,2013-04-08 17:29:20,16
3858,1988-08-13 22:42:13,28
2381,1985-11-23 21:04:05,40
4582,1986-10-09 15:01:36,20
1187,2003-08-28 01:39:51,23
1259,1974-11-02 20:52:10,31
4075,1992-03-27 01:46:29,43
930,1974-05-10 04:52:47,22
1985,1981-08-06 14:19:58,36
725,1989-11-28 07:36:06,35
1934,2000-01-04 06:03:05,9
17,1993-04-20 06:52:02,46
2583,1996-03-23 23:39:52,29
27,1988-12-16 01:27:01,15
1179,1978-06-18 09:03:24,15
3682,1991-11-07 18:38:27,49
2847,1974-04-30 09:53:04,16
2524,2015-08-22 19:41:21,33
2284,1973-10-06 09:28:57,0
4206,1991-12-21 04:15:29,35
4528,2017-08-21 09:33:20,39
2280,1977-08-27 11:01:54,36
1653,1979-11-23 03:35:41,21
3570,1993-12-13 06:59:51,15
4334,1980-12-11 03:49:53,48
1925,1985-01-23 20:47:35,37
1941,2008-07-04 13:11:23,32
2992,2012-04-05 02:50:30,36
4402,2001-02-25 20:40:24,18
4620,1986-11-23 14:18:50,0
688,1997-06-05 12:19:57,36
2293,1992-08-07 11:10:15,3
1274,1983-02-03 23:14:12,48
3080,2016-03-13 04:11:28,38
1933,1981-09-29 14:52:50,13
434,2011-04-13 10:01:43,34
1664,1984-04-21 02:27:55,10
4908,1976-04-04 14:06:01,20
4590,2006-04-08 19:01:03,22
1433,2005-08-05 01:55:36,45
2231,2011-11-18 17:13:00,23
1894,2016-04-09 03:36:45,29
1986,1970-03-22 07:33:47,44
2802,1973-12-10 19:41:11,38
2737,1993-05-02 10:39:34,38
567,1981-12-04 20:25:38,23
4792,1972-06-24 05:34:16,31
1359,2012-07-17 17:33:52,36
3695,1992-04-10 00:31:40,0
764,2007-06-25 18:21:52,2
4925,1991-01-26 00:17:41,13
4871,1982-02-09 23:20:10,6
156,2003-04-13 15:26:54,28
104,1980-04-16 16:39:50,5
2660,2014-06-24 18:15:29,45
2386,1989-03-29 07:23:14,25
1833,1971-07-02 06:17:25,22
1245,2005-12-14 01:58:37,4
3423,1999-07-08 18:47:58,22
205,2016-05-12 22:30:06,11
3657,1976-10-31 01:09:12,28
3940,1997-01-06 07:03:07,6
1275,2002-06-02 00:02:36,12
435,1974-07-20 11:43:00,24
2025,2008-02-16 07:05:43,6
3788,1979-07-25 06:15:09,40
2674,1997-11-10 17:32:02,15
43,1984-05-04 18:57:25,49
398,1983-09-02 00:20:50,33
1342,1994-03-31 14:52:10,0
4647,1996-07-01 13:44:35,1
3455,1989-08-18 21:32:25,12
2154,2012-01-11 05:53:35,19
2850,1993-11-06 06:53:26,2
2762,1991-07-05 18:16:42,18
526,1993-01-09 20:20:59,14
199,1994-07-10 16:14:12,32
2946,1989-05-26 20:22:39,44
90,2018-02-12 00:58:12,4
248,2004-03-08 22:45:19,34
1325,1976-12-23 12:26:29,28
897,1983-12-02 10:53:04,32
4394,1983-09-10 07:03:14,48
730,2010-12-26 22:46:24,5
3887,2006-03-21 01:08:27,12
3939,1980-12-17 09:49:11,28
2580,1990-12-25 02:53:45,14
766,1980-10-15 18:34:45,27
2824,1983-03-02 05:33:07,30
1192,2017-05-17 21:30:53,38
3463,1993-12-14 00:59:38,44
374,1980-03-11 10:25:51,4
2466,2003-07-30 11:39:51,18
1482,1973-05-15 06:06:51,6
2073,1997-08-23 02:26:39,28
702,1975-04-18 06:55:55,7
2147,1999-11-12 14:24:11,46
549,1990-05-15 10:47:12,4
2079,1987-12-10 07:33:19,10
3135,1972-08-23 16:14:49,6
1022,2002-02-12 23:59:23,45
989,2007-02-28 10:04:21,41
4601,2015-02-06 19:29:17,35
4750,1989-02-17 13:44:21,4
2538,2009-07-04 13:12:30,10
1567,1985-11-18 01:49:45,24
3074,2005-12-06 16:19:27,11
1256,2014-06-17 04:29:02,25
104,2001-11-08 05:36:06,9
1544,2004-03-24 23:03:36,10
2286,2013-01-25 20:43:09,38
4707,1986-01-30 13:10:50,3
3662,1979-10-12 08:37:31,23
1491,1990-12-03 19:24:43,26
2309,1974-03-04 00:45:49,37
1113,1984-07-21 00:45:23,7
770,1975-09-13 11:43:53,44
3266,2010-10-06 15:25:12,14
3961,2015-08-27 16:17:08,46
2797,2017-09-16 18:33:17,16
3780,1984-01-31 08:45:35,39
4750,2012-02-07 15:52:15,6
4695,2015-07-17 17:41:58,8
3936,2013-07-06 12:04:46,23
3942,1992-10-06 18:43:28,8
621,2016-08-31 13:55:09,39
1559,1986-12-17 04:22:06,44
3013,1978-06-28 19:29:49,34
1108,1990-03-18 16:14:20,40
3250,1975-01-10 18:41:16,24
2756,2016-05-30 05:43:24,39
4932,1989-11-02 23:40:00,40
494,2016-09-29 00:14:38,27
379,1980-06-25 08:53:15,24
4906,1986-01-05 12:42:36,10
3371,1970-05-13 08:46:58,43
3499,2003-04-07 16:15:33,29
2292,2006-05-21 12:43:01,33
4526,2001-02-03 04:52:08,46
1768,1986-09-27 23:11:48,32
2244,1985-09-17 08:55:07,30
4587,2002-01-15 11:27:29,8
3409,1990-03-22 05:13:20,0
2664,2002-03-08 04:07:18,1
1391,1996-10-05 17:51:27,22
4179,1993-10-24 00:36:03,18
4496,2004-08-24 11:57:07,35
557,1976-07-21 21:00:18,13
3239,2010-12-24 22:48:35,32
4333,1977-05-08 00:29:10,20
3759,1989-11-28 18:01:11,0
47,1997-11-22 20:48:10,24
2248,1980-08-31 02:46:59,26
2210,1971-10-14 11:59:09,48
3091,2003-07-21 15:04:45,30
9,1981-07-29 03:00:58,12
679,1992-12-13 19:49:14,17
4074,2016-05-11 19:48:36,41
3693,2004-09-25 10:12:12,3
2398,1984-01-31 23:40:14,15
114,2008-07-31 00:59:07,19
2411,1974-05-06 01:23:00,1
2892,2012-01-09 08:55:45,18
793,1980-10-29 20:42:34,40
646,2017-12-09 00:24:24,27
4248,1979-09-21 22:51:44,0
2311,2002-01-22 14:21:27,6
3750,1973-08-09 12:34:38,31
4338,1996-08-17 23:33:32,26
4927,2001-07-24 05:40:59,25
4702,1994-06-20 23:27:30,3
3803,1985-12-22 16:37:22,12
3975,2012-06-21 19:40:54,25
4742,1998-01-31 04:58:29,32
1571,2003-01-27 04:52:57,31
4346,1970-11-24 10:30:50,8
285,1982-09-18 18:33:38,1
1314,2018-12-17 15:49:51,16
3158,2010-08-29 23:30:40,1
3781,2015-03-06 10:02:05,1
3191,1983-05-04 16:13:39,8
2962,2004-12-10 11:54:49,2
3486,1976-09-29 22:51:08,14
4837,2003-03-09 18:11:23,40
3643,2007-09-09 12:32:40,11
3578,1979-04-11 03:50:44,24
2644,1994-08-15 06:25:07,16
2780,2010-08-26 15:39:13,46
331,1986-11-10 03:12:47,15
58,1973-08-14 02:22:11,13
2502,2002-10-20 14:36:31,5
3413,1978-01-20 05:59:33,13
2855,2002-09-01 15:00:14,23
922,1992-08-17 20:20:33,49
621,1998-08-04 07:38:48,4
2114,2012-10-14 02:39:27,31
3334,1994-04-16 20:44:22,19
2177,2015-12-05 22:02:50,6
3399,2007-10-05 04:31:40,24
4985,2015-05-27 23:07:24,0
2590,2001-12-20 01:43:15,33
4462,1971-03-15 15:40:45,40
366,2003-01-19 10:58:56,48
4064,2013-06-15 21:14:57,25
1022,2008-05-02 04:40:11,6
296,2012-11-20 14:56:34,25
2379,2013-07-20 00:40:44,17
1244,1991-10-26 12:38:48,47
2433,2012-01-19 09:07:20,45
4135,1972-04-15 13:12:33,35
2167,1975-04-07 17:26:30,43
527,1977-07-20 21:21:13,39
4884,2000-10-30 18:58:55,22
2157,1978-06-12 03:58:03,36
480,1987-10-15 05:35:07,29
2827,1973-12-05 23:56:00,36
4202,1970-12-22 15:32:25,46
1830,1997-06-02 02:09:44,26
74,1992-04-05 05:05:05,34
2911,2009-02-17 15:10:01,34
4606,2003-12-08 08:16:53,20
604,2003-04-08 06:38:29,20
3086,1976-02-09 16:12:18,7
482,2008-02-24 23:16:54,45
1581,2015-02-12 20:30:31,19
4161,2017-11-18 07:48:59,32
2768,1975-01-14 16:49:01,28
522,2001-04-26 02:42:59,18
319,1980-09-12 11:13:54,14
356,1997-01-20 12:15:26,45
968,2009-03-14 00:03:44,48
420,2017-08-06 22:52:16,27
4713,1993-12-08 05:21:02,46
4237,1999-02-02 07:01:26,28
3358,2003-06-23 02:19:40,35
2462,1992-06-29 04:31:51,17
4943,2004-08-10 05:45:18,17
4794,2000-06-29 12:49:17,12
612,1992-07-27 20:22:21,44
2888,2002-02-28 09:38:17,41
4127,2015-02-15 01:13:49,3
1953,1971-02-28 17:25:01,4
729,2011-05-06 18:16:43,1
1304,1971-12-19 16:23:56,19
1090,2011-07-23 15:38:06,40
4934,1974-04-20 13:50:58,0
2012,1970-09-12 10:47:33,24
1386,1976-01-06 03:30:55,32
1118,1987-11-13 10:45:56,48
1639,1983-05-20 00:53:26,8
2478,2006-04-04 00:28:04,24
4369,1992-08-18 17:33:47,22
3398,1997-02-27 07:56:57,46
1420,2005-05-24 00:54:59,32
2312,1999-03-20 17:41:58,47
1471,2006-12-14 05:14:15,12
2064,1995-03-11 21:47:46,10
3778,2016-10-23 11:12:18,10
4436,1970-04-11 01:11:11,16
4922,2013-04-26 08:28:32,16
4492,1998-08-21 04:28:01,11
4299,1994-07-23 23:14:10,17
4713,2008-05-07 14:41:26,35
1421,1973-12-26 14:41:38,46
2077,1985-04-29 16:02:06,47
4943,2007-10-09 22:41:09,5
3493,1974-11-12 08:27:40,19
2774,2016-08-31 20:31:10,30
4372,1975-05-13 15:31:35,11
2349,1975-11-04 21:16:45,41
3708,2013-10-01 00:30:56,26
755,2000-06-18 01:53:11,47
3564,2005-12-10 00:50:16,21
1728,2010-09-19 17:42:49,18
3713,2006-04-21 05:48:27,17
3782,2018-02-05 06:50:59,22
1338,1987-06-11 14:35:15,11
96,1975-08-20 20:59:27,20
1995,2012-03-03 03:51:19,30
2755,1984-07-30 06:59:54,10
2493,2000-08-09 13:18:31,39
4107,1993-01-25 03:59:48,2
4849,1987-04-03 17:14:39,2
1966,1996-02-27 11:10:14,41
2562,2010-10-28 10:49:31,11
4756,1982-03-05 18:00:43,31
1378,1986-03-11 00:33:28,7
2281,2006-10-05 13:05:25,29
2136,1981-05-21 02:59:36,17
4158,1977-12-26 17:39:05,2
3375,2004-01-01 10:55:26,49
651,1994-12-12 16:35:40,33
1630,1986-08-15 05:38:03,23
927,2010-08-16 02:31:58,10
4261,1984-06-04 00:02:39,49
2845,1989-02-10 04:49:11,25
4785,1996-07-08 07:33:53,23
2448,1979-02-12 18:16:56,0
4290,1986-08-20 06:00:51,18
4109,1971-08-21 14:51:46,33
2172,1997-04-14 12:43:16,13
761,2009-03-02 08:43:29,36
136,2014-01-27 04:39:21,22
3019,1987-04-14 19:50:48,45
3559,1987-02-07 19:37:31,23
28,1993-03-25 06:26:01,34
1880,2005-08-13 05:06:39,47
13,2018-12-07 11:55:35,18
2901,1999-04-19 16:50:16,45
1193,2016-11-23 17:38:08,33
1559,1978-01-03 04:03:00,18
93,2006-10-22 08:48:15,2
4418,2004-10-14 00:02:14,45
4105,2003-03-04 21:18:11,36
2474,1984-02-05 02:51:14,48
1594,1987-07-17 23:23:50,27
4992,1976-10-24 23:12:20,0
1629,1988-07-15 11:40:21,16
3471,1982-07-09 20:57:13,0
1992,1989-11-19 01:08:56,10
2325,1982-03-23 17:14:01,47
1056,2016-02-09 09:37:22,18
4209,1983-10-25 13:18:09,45
57,1991-12-26 19:50:17,16
2372,2015-11-11 15:36:16,21
2493,2003-07-19 12:16:56,38
460,2003-08-06 01:28:12,24
1416,2006-08-07 19:11:07,41
1643,2002-12-29 21:02:15,2
422,1987-07-06 04:28:19,7
1558,1972-02-03 08:14:37,0
529,1981-08-02 09:05:01,0
2248,1992-03-08 18:58:27,6
4497,1996-04-17 06:28:54,26
1116,2003-04-17 23:57:33,2
2969,1998-10-29 03:54:16,47
4982,1989-12-19 14:45:57,34
3614,2011-04-18 21:22:07,20
2261,2009-01-29 04:33:17,3
4784,1983-06-02 12:59:13,20
3281,1993-12-17 09:04:07,14
3642,1991-04-07 08:30:50,18
171,2000-11-04 14:00:30,20
1051,2007-08-15 13:05:30,2
3719,1988-11-07 04:30:54,24
2032,2014-12-15 02:17:53,43
63,2003-06-21 01:53:32,41
4555,1992-03-27 12:27:42,17
1963,1983-04-13 11:28:55,2
2991,2000-07-29 06:49:27,12
4349,2008-08-07 02:29:22,18
391,1976-11-03 22:41:30,24
1376,1982-10-14 12:26:17,36
397,1986-09-05 06:00:58,3
4279,2018-11-09 04:21:00,11
4500,2002-08-19 12:06:41,30
1005,2009-02-24 08:30:44,38
766,1986-04-28 01:36:16,14
4352,2011-07-22 06:19:25,30
3887,1981-09-16 19:19:29,13
1197,2018-11-18 01:43:04,23
207,1989-07-29 10:03:23,24
451,2005-05-18 06:50:54,31
1902,1980-12-09 03:03:40,43
3914,1996-08-22 10:31:35,10
856,1972-03-18 23:56:48,10
3255,2005-08-20 22:20:42,35
1318,1979-07-31 20:39:53,41
3463,1983-01-11 23:03:50,22
3019,1985-03-11 23:55:09,33
3169,1991-01-21 10:18:10,28
4624,1997-03-25 05:03:03,5
2031,1983-05-30 19:00:47,5
487,1978-11-21 01:18:26,24
786,2004-01-26 21:30:56,7
3960,1983-02-14 21:19:18,11
1337,1980-02-26 12:02:24,38
3677,2005-09-09 23:04:45,45
875,1983-12-16 01:07:13,6
4374,1972-01-08 13:56:49,17
884,2006-04-18 05:35:44,28
3600,2015-12-11 13:45:14,23
1054,1985-02-23 08:59:48,12
1645,2012-09-10 22:37:41,28
2014,1999-12-14 05:09:02,11
4908,1979-05-16 01:52:02,45
1025,2005-03-12 17:31:33,27
4554,2008-12-25 09:58:31,10
3002,1971-05-07 10:00:46,33
2040,1997-07-24 17:11:14,38
823,1977-10-01 22:47:18,17
3088,1971-08-06 13:45:39,10
1522,1970-04-17 04:43:25,3
4216,1978-01-28 18:41:50,40
4962,1993-05-12 03:03:02,5
599,1988-09-24 10:23:42,24
1199,2002-11-05 12:41:53,43
1287,2006-03-12 02:07:19,41
2483,1990-05-05 13:00:34,8
4793,2009-02-20 01:17:18,8
2276,1983-06-06 06:54:21,39
4966,2013-01-09 18:13:59,40
4474,2013-07-21 02:52:28,9
1373,2004-05-15 09:54:03,14
1134,2000-11-10 23:51:02,27
740,1998-02-12 06:15:54,4
645,1983-03-11 06:56:51,16
1066,2013-11-01 19:47:32,29
3691,1995-08-17 06:36:48,27
1080,1970-06-27 03:38:53,6
1507,1976-05-12 16:49:27,12
1100,1985-01-03 03:55:29,20
1832,1978-11-24 13:36:31,21
2328,1980-08-16 02:50:36,8
3875,1977-12-05 01:46:08,12
4170,2015-02-18 20:32:33,24
1462,1983-08-22 18:48:36,40
1942,2015-03-01 21:55:48,10
4015,2006-11-06 14:06:13,8
2428,1992-04-18 03:50:27,12
2073,2019-04-18 20:25:41,18
1281,1986-06-29 13:28:07,11
764,2018-08-18 14:35:52,21
648,1995-12-22 22:07:53,23
3345,1986-06-24 12:46:38,24
1322,2004-09-08 06:34:29,44
337,2001-03-07 18:06:20,11
2916,1970-08-15 23:07:31,17
2914,2006-04-06 16:55:52,19
3675,2003-01-29 15:59:23,24
3348,1997-05-03 01:33:39,4
2466,2019-02-14 15:13:20,19
4531,1998-08-21 11:14:18,8
3012,2008-11-24 12:45:48,35
4485,1974-12-09 16:16:24,13
4290,1973-05-03 01:19:37,32
3464,1998-05-20 06:12:37,29
1267,2006-02-19 17:45:57,24
2011,2017-11-12 20:05:40,26
3382,2002-05-31 10:38:01,42
4204,2009-10-09 00:43:58,29
4062,2001-01-12 04:46:50,16
3008,1991-03-08 03:25:16,38
2644,1981-02-05 17:45:18,35
1917,1978-11-20 20:46:38,38
2496,1992-11-15 03:15:13,7
840,1991-05-10 04:29:12,42
2176,1970-04-23 08:53:15,20
1021,2015-04-01 06:15:40,20
3254,1994-07-20 22:56:41,34
1868,1982-05-16 07:47:35,19
1243,1990-09-13 04:17:03,44
2606,1993-04-20 20:06:30,36
271,1992-08-18 23:27:00,9
2073,1971-04-09 12:43:21,25
3610,1988-03-30 13:28:45,47
3931,2009-11-20 23:32:55,23
3356,2000-08-03 17:18:43,2
2070,1979-05-30 22:38:30,22
3105,1978-11-26 11:07:12,17
1865,1989-07-07 03:15:26,35
399,2009-07-11 05:30:06,38
4740,1970-07-01 18:12:41,32
409,1980-12-07 11:11:46,35
415,1993-11-16 09:47:59,24
4069,2007-02-13 04:53:18,16
2168,1981-01-24 18:17:55,24
2996,2017-02-21 15:17:13,44
1974,2019-05-13 08:16:29,31
2235,1976-02-27 04:51:31,0
3314,1989-05-22 22:55:52,18
4138,2012-12-02 23:14:54,37
3497,2018-03-12 06:03:29,38
2598,2005-04-13 16:56:41,33
3882,2014-05-22 21:25:18,32
4432,2019-03-04 14:14:20,1
1616,1983-03-13 19:14:08,18
1290,2001-12-10 22:02:58,37
2036,1984-12-22 16:18:53,23
3167,2011-01-30 18:20:46,31
4447,1980-10-17 23:36:30,48
2944,1977-07-16 08:51:46,26
2459,1995-08-13 06:01:28,31
3862,1978-12-10 19:15:05,46
1136,1995-08-04 19:20:05,37
1234,2009-10-26 12:15:33,0
4579,1970-01-03 07:26:54,40
4527,1995-05-11 14:33:07,34
3881,2009-10-19 18:41:09,44
1342,1983-08-26 10:24:07,31
4970,1998-06-16 08:02:54,13
1865,1982-04-10 16:13:16,38
3927,1990-11-14 22:30:05,41
602,2005-03-01 16:46:26,26
827,1982-02-01 13:39:45,25
532,2002-10-17 11:25:37,36
587,1988-10-06 03:03:17,43
2875,1987-10-18 06:01:36,39
4778,1974-09-29 02:20:43,8
4468,2014-02-26 22:32:05,34
1842,2005-06-25 02:03:12,29
450,1986-03-28 05:46:53,18
1844,2017-07-31 05:51:54,26
2073,1994-12-05 18:36:23,34
1433,1981-12-26 15:32:24,43
1972,1996-04-09 20:36:12,34
4587,2015-11-12 11:34:12,27
375,2007-04-24 03:46:17,33
2303,2003-05-29 13:50:49,40
2606,2000-01-22 02:37:03,35
4266,2001-04-13 22:23:19,9
336,2015-06-13 02:12:14,47
4439,1977-02-22 05:58:30,19
397,2010-03-04 12:05:18,13
3509,1978-11-23 06:30:19,18
3883,1971-04-11 14:00:29,21
2431,2008-07-15 19:06:04,33
3987,1976-01-30 03:00:33,22
4625,1983-09-29 06:27:05,39
4079,1987-04-16 14:00:47,6
1367,1972-07-27 19:06:00,16
4666,1999-08-06 06:42:34,21
605,1999-05-11 01:01:44,28
3644,2014-12-29 12:16:29,26
3752,2007-11-13 00:51:13,27
1147,1970-02-19 19:57:52,45
4098,1985-04-14 06:32:53,30
3448,1998-03-25 11:28:10,25
1558,1995-08-02 03:48:12,34
253,2001-08-22 16:27:53,1
474,1991-06-30 12:40:54,10
1627,2017-10-13 00:53:26,44
