59,148,1993-06-21
15,148,2002-08-05
32,148,2010-08-14
92,149,2014-04-15
15,150,2004-10-16
43,150,1989-01-20
85,150,2007-12-02
9,151,2004-09-07
46,151,1985-09-02
65,151,1988-10-09
71,151,1979-06-08
2,152,2017-06-13
21,152,1974-12-26
90,153,1999-01-02
34,153,1977-05-03
33,153,1991-05-03
48,153,1979-07-07
2,154,1981-05-22
39,154,2013-07-30
31,154,1981-12-28
97,154,1990-10-07
60,155,1984-05-08
58,157,1987-02-03
5,157,2007-05-31
15,157,1990-08-20
43,157,1982-07-18
70,158,2010-06-20
33,158,1971-03-27
10,158,2012-08-29
31,159,1994-02-23
23,159,2005-03-01
19,159,2018-04-02
54,159,2000-05-23
45,160,1985-03-06
84,161,1992-09-16
70,161,1978-01-02
93,161,2004-11-13
69,162,1980-12-23
36,162,2009-10-14
90,162,1983-06-27
8,163,1987-07-17
85,163,2013-11-05
77,163,1970-01-19
28,164,1995-06-13
54,164,1983-07-13
75,166,1984-07-12
71,166,1995-10-31
36,166,2010-03-11
65,166,1979-10-15
67,169,1980-08-30
40,170,2013-03-11
26,170,2012-05-14
81,170,1976-03-07
12,171,1978-01-08
49,171,2006-07-09
75,172,2002-11-27
55,172,2013-02-04
57,175,2004-09-02
48,175,2015-04-06
67,175,2018-03-08
36,175,2015-10-12
27,176,1978-12-14
32,176,2008-05-21
36,178,1979-04-09
30,178,2007-03-08
13,178,1989-08-01
37,179,2011-07-09
63,179,1992-07-28
70,179,1974-02-06
89,179,1993-03-15
30,180,1995-12-15
89,180,1984-08-25
74,180,1972-09-03
56,180,2005-07-16
36,183,2010-04-08
93,185,1991-09-08
1,185,1998-07-24
27,185,2001-05-20
32,187,1992-09-07
53,187,1990-10-27
26,187,2012-02-28
68,187,2000-12-17
65,189,2002-12-17
61,189,1981-09-09
89,191,2005-03-29
61,191,2014-12-31
54,191,1976-12-28
15,191,1971-08-18
55,192,1986-04-07
51,193,2016-06-20
41,196,1998-05-30
96,196,2004-06-21
64,196,1995-03-14
67,196,1991-08-05
95,198,1997-12-04
20,198,1977-11-21
33,198,1990-08-31
38,199,1997-06-10
13,200,1973-07-24
43,200,1978-08-22
73,201,1994-11-04
25,201,1986-08-06
76,202,1995-01-03
53,202,2002-04-04
84,202,1978-12-25
70,203,2010-04-07
19,203,2006-07-04
71,203,1980-03-31
75,203,1988-12-11
7,205,2011-08-25
21,206,2010-07-30
97,206,1989-05-07
12,206,1980-04-29
5,206,2010-12-24
78,208,1990-04-29
36,208,2006-08-16
87,208,2001-02-11
74,209,1992-03-30
15,209,2003-01-25
47,209,1972-04-01
33,209,2007-09-21
70,210,2003-05-01
73,211,1989-06-24
7,211,1993-01-21
24,212,1979-04-27
50,212,1978-11-27
34,212,2015-02-12
90,213,2018-01-14
50,213,1996-01-31
92,214,1977-11-25
58,214,1989-02-23
88,214,1985-12-19
58,215,1991-11-25
50,215,2001-09-28
45,216,2013-03-16
16,216,1977-01-07
67,216,1982-01-23
29,216,2006-04-25
93,217,2003-01-15
60,218,2002-10-04
89,219,2012-09-16
53,219,2001-10-18
20,220,1981-10-05
40,220,1973-04-15
74,220,1988-03-09
24,221,1999-01-09
14,221,1979-09-24
56,221,2004-02-05
82,221,1984-04-25
63,222,1992-07-14
89,222,2017-07-17
29,222,1977-01-25
64,223,1972-12-23
74,223,1980-10-20
62,224,1996-04-24
30,224,1981-01-11
97,226,1989-04-06
82,227,2018-11-07
73,227,2014-01-15
94,227,1988-05-29
86,228,1993-09-04
20,229,2002-02-18
88,230,2002-09-02
79,230,1990-10-22
99,230,1993-11-30
2,230,2005-11-05
71,231,2014-04-08
22,231,1989-06-21
62,231,2012-03-03
79,232,1982-05-29
95,232,1973-04-26
12,232,2013-03-25
61,232,2010-10-05
25,234,2016-07-11
74,235,1983-07-02
26,236,2003-01-10
52,237,1970-12-05
97,238,1992-05-30
15,238,1998-07-06
93,239,1981-06-05
96,239,1987-07-25
28,239,1988-04-21
55,240,1979-07-02
88,240,1991-10-02
12,242,1975-09-15
77,243,2009-10-02
36,244,2003-04-11
68,244,1989-03-30
74,245,1985-03-31
73,245,2002-09-15
19,245,2016-10-30
97,246,2005-06-21
17,247,2004-11-26
97,248,1999-06-16
29,249,1972-09-25
53,249,1978-02-04
5,249,1970-04-29
52,249,2011-07-11
33,250,1998-03-23
48,250,1974-08-25
8,252,2014-07-11
99,252,2005-10-21
11,252,1998-08-10
30,252,2013-04-04
8,254,2012-03-30
90,254,1971-08-19
81,254,1980-10-16
40,256,1992-12-08
32,256,1982-11-11
46,256,1991-11-04
48,256,1970-03-23
80,258,1972-11-11
26,258,1975-06-26
18,258,2007-02-06
15,258,2007-03-19
40,259,1984-07-01
76,259,1979-02-12
38,259,2008-12-13
88,259,2007-01-05
43,260,1996-10-19
88,260,2011-04-24
41,262,1990-09-28
52,262,1977-01-21
79,262,1978-12-08
49,263,2002-12-27
50,263,2016-09-10
28,264,2003-08-11
88,264,2018-10-21
25,264,1980-02-19
95,264,1980-01-31
50,265,1999-05-02
89,265,1979-11-17
1,265,2018-09-24
48,265,1990-05-11
51,266,2012-07-24
78,267,1994-03-27
9,268,1990-09-07
44,268,2001-08-17
5,268,2005-11-09
60,268,2016-06-06
61,269,2014-04-18
49,269,1992-06-16
95,269,2002-08-11
45,269,1991-09-08
63,271,1986-06-10
31,273,1972-02-13
51,273,1982-02-24
81,273,2019-05-20
19,273,2001-10-10
14,274,2004-01-14
24,274,1989-02-17
34,274,2001-07-14
61,278,2013-02-22
18,278,1985-07-16
39,279,2014-12-28
68,279,2001-11-28
41,279,1988-04-26
95,281,1998-06-04
16,281,2013-03-25
54,282,1997-01-06
91,282,1971-08-13
28,282,1972-02-06
72,282,1980-12-31
92,283,1985-02-23
74,283,1996-08-11
10,283,1988-11-23
81,284,2009-04-26
50,284,2001-12-17
40,285,1984-12-05
35,285,2009-11-12
51,286,2010-01-25
6,286,1994-03-19
49,286,1995-08-29
8,288,1983-03-25
78,288,2013-10-24
59,288,1983-01-24
80,288,2009-03-08
14,289,1972-12-27
54,289,1988-05-31
87,290,1990-06-04
86,290,1972-06-08
59,291,1972-10-25
11,291,1996-02-17
21,291,1970-01-21
39,292,1995-12-19
99,292,2014-12-19
30,292,2002-05-16
98,293,2006-09-30
39,294,1990-12-07
77,295,2009-08-29
31,295,2010-10-16
71,295,1973-06-11
20,295,2006-05-31
33,296,1992-01-02
99,297,2003-01-20
12,298,1987-01-14
82,298,2008-05-11
60,299,1987-04-25
69,300,2011-03-25
77,301,1976-01-27
67,301,1986-09-24
45,301,1991-11-19
53,302,2015-11-30
58,303,2009-12-09
42,304,1992-12-03
7,304,1980-02-08
23,304,1984-05-09
67,305,1991-03-22
57,306,1986-06-23
2,307,1993-04-01
66,308,2012-03-30
30,309,1972-05-28
26,310,1990-02-27
62,310,2016-11-22
42,310,2010-10-02
95,311,1976-09-08
47,311,1994-03-05
4,311,1982-03-15
63,311,1984-01-08
67,312,1992-09-28
36,312,1996-09-06
61,312,1973-12-24
31,313,2006-10-03
25,314,2018-05-10
38,314,1990-05-24
86,314,1982-01-30
30,314,2017-05-07
88,315,1998-05-02
64,315,1992-02-11
44,315,1996-04-23
8,316,2013-05-17
61,316,1979-07-30
40,316,2007-10-02
18,316,1980-06-21
75,318,1992-11-23
70,319,2000-04-03
14,319,1980-04-23
3,319,1997-10-29
67,319,2010-12-27
45,320,2013-03-08
22,320,1993-10-10
39,321,1983-11-13
16,321,1997-01-26
67,322,1987-11-27
48,322,1971-06-29
27,322,2013-01-02
2,325,2017-10-10
10,325,2002-09-17
82,325,1987-03-11
71,325,2007-01-23
78,326,2000-06-19
1,326,1978-02-18
78,327,1981-09-18
74,327,2004-05-26
49,327,2001-01-09
70,328,1986-12-04
76,330,1999-01-30
90,330,2006-09-17
68,330,2017-04-18
50,330,2006-10-17
36,331,2002-04-25
54,332,2001-01-21
69,332,2001-01-25
11,332,2017-03-18
29,332,2007-10-20
80,333,2005-07-07
20,333,2010-06-24
89,334,1970-02-24
67,334,1998-10-28
16,334,1999-10-10
57,335,1975-09-18
73,335,2007-04-12
27,335,2010-01-24
97,336,2012-06-08
45,336,1998-03-10
81,336,1998-05-07
14,336,2018-08-21
51,337,1972-05-21
19,338,2001-10-12
77,338,2001-03-23
83,340,1987-04-20
95,340,1977-04-12
90,340,1976-11-23
73,341,1971-09-22
39,341,1999-08-21
45,343,1994-11-23
1,344,2005-01-12
67,344,1974-03-21
40,344,1997-07-23
46,344,1984-02-21
98,345,1995-09-21
80,347,1981-12-23
50,347,1992-02-01
78,347,1992-11-27
34,347,1997-04-16
13,348,1984-03-29
86,348,2004-07-13
95,349,1974-06-01
10,349,1977-09-15
4,350,2014-07-07
92,351,2007-01-26
78,352,1983-09-17
48,352,2018-01-05
62,352,1981-09-17
17,352,1984-12-08
28,353,1987-03-25
47,353,1979-06-25
53,353,2011-03-31
13,353,2001-06-09
38,354,2014-08-18
75,354,1971-08-05
49,356,2001-11-24
34,357,2012-04-18
39,358,1977-10-11
67,358,2001-02-17
47,358,2014-10-22
8,360,1993-11-26
42,361,2018-11-11
87,361,1986-03-13
86,364,1978-09-13
24,364,1994-09-14
82,364,1982-11-24
17,364,1989-03-13
73,365,1990-07-21
6,365,2005-01-16
17,365,2004-07-08
63,368,2007-12-17
85,368,1980-03-27
51,368,1998-08-12
53,369,2015-04-16
88,369,1996-10-24
12,369,2006-05-22
34,370,2009-04-05
80,370,2018-07-28
16,370,2007-02-24
47,370,1996-04-22
2,371,2001-09-09
3,373,1991-12-07
15,373,1991-07-14
42,373,1996-05-02
60,374,1975-03-05
7,374,1980-09-09
18,374,1997-02-11
36,375,2013-11-23
62,376,1972-06-22
73,376,1986-02-24
40,377,1986-03-19
97,377,1984-09-26
85,377,1973-07-25
11,377,1988-03-27
7,378,1979-02-20
81,378,2013-05-14
14,379,1995-12-25
19,379,1983-11-01
35,381,2011-05-11
67,383,1971-05-05
93,383,1992-08-17
74,383,2014-02-27
73,384,2010-02-21
16,384,1975-01-29
57,384,2007-02-21
54,384,2004-03-10
38,385,2003-10-12
91,386,1995-03-01
72,387,1971-05-04
8,387,1983-10-18
94,387,1993-01-08
52,388,2013-09-01
63,389,2018-01-24
81,389,1988-07-24
80,389,1981-09-25
13,390,1972-10-24
25,390,1971-05-17
49,390,2000-06-08
57,391,1980-10-03
84,392,1990-03-27
74,393,1970-01-25
21,393,1993-11-19
53,393,1999-05-12
39,394,2018-03-29
49,396,2001-02-08
91,396,2000-12-05
49,397,2017-09-04
80,397,1984-01-24
88,398,1983-10-18
81,398,1988-08-04
68,400,1991-04-26
29,400,1970-05-27
65,400,1984-03-04
17,401,2016-04-02
43,401,2003-12-25
42,401,1999-05-12
19,401,1992-02-16
48,402,2016-11-10
68,403,1982-11-09
80,403,1988-05-11
90,404,2012-02-14
8,404,1999-05-30
94,404,1999-11-07
62,405,2018-08-16
81,405,2006-02-10
69,406,1991-04-29
52,406,1992-07-28
55,406,2000-12-30
66,407,2010-09-03
35,407,2007-10-16
4,408,1983-10-20
90,408,1991-04-19
96,408,2013-10-01
13,408,1970-07-02
14,409,1988-11-29
31,409,1976-08-31
23,409,1978-08-04
38,410,1995-04-04
4,410,2015-05-24
81,410,1987-12-12
71,411,1978-04-19
69,411,2011-01-20
4,411,1987-05-04
84,411,1992-02-28
20,412,2007-01-30
32,412,2016-12-31
70,413,1983-04-06
52,413,1978-06-14
26,413,1995-11-26
97,414,2009-05-29
28,414,2007-05-15
21,414,2016-08-24
52,415,1978-02-18
84,417,1992-07-28
50,417,2002-12-08
91,418,1978-08-01
13,419,1996-05-05
9,419,1981-12-03
66,421,1976-09-22
58,421,1988-11-18
13,421,1984-06-27
56,423,1999-12-28
95,423,2004-09-10
82,424,2019-05-11
29,425,1981-05-08
38,425,1972-05-20
88,425,2001-03-10
80,426,2006-10-18
31,426,1989-09-28
77,426,2017-05-21
10,427,1991-04-04
49,427,2002-08-20
64,427,1995-06-09
67,428,1996-06-20
14,428,2001-04-25
12,428,1981-09-03
49,429,1981-07-06
20,429,2015-12-02
82,431,2005-02-27
21,431,1992-06-06
7,433,2011-06-19
27,434,1983-09-22
76,435,2004-09-26
11,435,2006-04-19
65,435,1990-02-11
24,436,1993-07-09
23,436,1992-10-21
17,437,1987-05-05
54,437,1998-03-25
2,437,1977-04-02
71,438,1976-10-24
84,438,1978-07-01
56,438,2005-12-04
60,439,1980-07-28
61,440,2018-05-02
17,440,1976-09-16
42,441,2004-02-16
29,441,1979-12-10
91,442,2009-04-26
73,443,2017-11-02
21,443,2018-02-18
27,444,1971-08-05
77,444,1985-02-25
86,445,1985-09-08
34,445,2017-03-11
27,445,1998-11-11
90,447,1978-11-23
75,447,1972-06-03
93,447,1988-12-13
22,447,1980-10-18
62,448,2000-04-26
65,448,2009-03-23
95,448,1989-09-05
42,449,1988-08-21
8,449,1977-05-30
79,449,1982-07-23
19,449,1981-11-06
54,451,2018-11-07
43,451,2004-09-11
88,451,2010-11-25
60,451,1973-12-16
85,452,1997-10-17
53,452,1989-11-08
9,453,1970-07-07
66,453,1992-02-09
82,454,1992-12-05
70,454,1988-06-30
95,455,1981-08-01
99,455,1974-05-18
17,455,1970-04-06
12,455,2001-08-31
16,456,1988-10-18
43,456,2006-03-10
20,456,2012-05-06
61,457,1977-01-05
91,457,1994-12-21
39,457,1988-09-23
94,459,2004-04-22
28,459,1978-03-20
70,459,1978-10-11
22,460,1990-09-07
70,461,1987-09-16
77,461,2001-12-04
94,461,1982-12-17
2,462,1977-12-15
77,462,1980-07-13
94,462,2002-09-30
93,462,1976-08-10
20,463,1973-03-01
40,463,1999-03-19
45,463,2017-12-06
17,464,1972-08-27
76,464,1984-04-21
68,465,1976-10-21
61,465,1986-04-26
73,465,2004-02-05
72,467,1970-11-21
93,467,1981-10-03
83,467,1991-08-31
50,468,1970-01-05
52,468,1976-09-27
99,468,1975-08-30
24,468,1995-11-22
3,469,1984-10-02
70,470,2011-01-15
45,470,1993-03-08
69,470,2005-03-24
21,471,2009-07-28
50,472,2015-02-18
81,472,1995-04-12
81,473,2016-11-09
31,474,2006-02-10
51,474,2008-11-03
4,475,1989-02-01
95,475,1988-06-12
80,475,1996-11-14
26,475,1970-04-24
16,476,1998-10-28
69,477,1975-05-09
89,477,1980-09-24
99,477,2015-12-15
48,478,1976-12-30
65,478,1985-01-03
68,478,1978-06-22
96,478,2009-04-09
58,479,1979-05-14
6,480,1993-09-18
55,480,1979-03-24
87,480,1979-03-28
99,480,2017-10-21
88,482,1988-04-12
7,483,2011-09-05
94,483,2017-03-23
1,485,1977-07-27
66,486,1970-08-07
93,487,1972-01-17
18,487,1978-11-18
70,487,1992-10-13
29,489,2001-04-29
42,489,1994-04-21
37,489,2007-11-09
35,489,1980-09-11
28,490,1979-05-08
12,490,1975-12-26
98,490,2003-11-06
92,490,1996-11-09
46,492,1997-08-31
37,492,2002-12-03
5,492,2012-08-04
14,492,2012-12-04
24,493,2012-08-05
25,493,1988-03-04
23,493,1991-02-04
45,493,2014-05-30
94,494,1995-07-20
98,494,1996-05-03
67,495,1991-10-31
8,495,1985-01-31
59,495,1981-09-08
53,496,1987-03-09
54,496,1984-09-15
74,496,1992-06-26
86,496,1998-06-28
25,497,2002-08-02
4,498,1972-10-19
55,498,1976-04-24
53,498,2015-01-26
43,499,2008-02-10
35,500,2015-05-15
25,501,2009-10-26
2,503,2004-04-24
41,503,1987-02-27
70,503,1993-06-28
96,504,1974-06-30
29,504,1976-04-16
63,506,1977-08-16
55,506,1990-08-23
24,506,1982-09-05
56,506,1973-09-24
83,507,1970-11-23
53,507,1987-12-01
63,507,2013-09-15
76,508,1999-02-24
46,508,1983-01-04
26,509,1970-08-07
82,509,2014-06-27
34,510,2005-03-16
77,510,1988-02-06
53,510,2006-02-02
23,511,1994-07-04
92,511,1977-07-25
8,512,1985-10-25
18,512,1980-01-06
12,512,1999-05-30
38,512,2013-03-12
2,513,2004-03-14
39,514,1978-02-08
12,514,1978-07-03
64,515,1989-12-04
47,515,2017-05-02
30,516,1984-12-25
65,516,1996-12-27
89,516,1980-10-19
26,516,2018-05-06
45,517,1978-10-13
29,517,2010-03-28
85,517,1993-02-19
95,517,2014-07-23
81,518,1994-04-07
44,518,1974-05-16
9,518,2010-04-10
30,519,1974-12-08
32,519,1988-05-24
70,521,1986-10-12
4,521,1996-01-15
49,521,2004-09-24
55,522,2002-03-28
68,522,2005-02-12
98,522,1974-05-07
56,523,1994-01-13
17,523,1981-06-07
49,523,1989-03-09
91,524,1972-04-21
61,524,1974-06-16
83,525,1995-06-22
27,525,2003-11-01
38,527,2013-01-12
41,527,2001-12-22
4,527,2015-04-08
14,527,2009-06-18
49,528,1978-09-07
41,530,1973-10-08
73,531,2005-11-18
9,531,1993-05-07
32,532,2018-03-26
43,532,1972-04-13
55,532,2006-07-02
92,532,1980-02-03
58,534,2013-06-03
89,535,1992-05-19
87,535,2018-03-21
23,535,1970-08-07
80,536,2005-04-10
14,536,1991-01-06
88,536,1985-11-08
91,536,1993-03-21
25,542,1977-04-29
53,544,1977-02-15
28,544,2018-01-10
57,544,1999-06-30
91,547,1999-01-09
61,547,1981-09-20
51,547,1980-01-09
55,547,1988-08-04
16,548,1986-01-04
35,548,1972-04-18
2,548,2015-11-10
57,548,1997-08-01
21,549,2004-10-05
99,549,1991-08-15
27,549,2003-04-20
44,549,1981-02-02
41,550,2013-01-19
14,550,1989-05-26
10,551,1981-04-18
53,551,2014-05-13
3,551,1979-12-27
41,552,1992-06-30
58,552,2017-10-08
50,552,2013-06-19
44,552,1977-10-07
33,554,1981-01-13
67,554,1993-06-02
44,555,1999-11-12
46,555,2018-10-18
35,555,1980-06-20
8,556,1981-02-18
47,556,2010-09-22
65,556,1991-02-14
68,556,2001-12-05
18,557,2006-04-20
63,557,1993-06-29
90,557,1978-11-08
43,557,1989-03-13
10,558,1982-07-08
33,558,2012-12-23
81,559,2006-01-09
78,561,2003-06-10
37,561,1974-05-05
30,561,2007-03-04
25,561,2011-07-29
71,562,2006-10-26
70,563,2018-02-10
22,563,1972-04-19
82,563,1975-04-17
25,563,1971-01-27
21,564,2006-07-19
52,564,2008-12-17
77,564,1970-01-12
45,565,1984-04-27
82,566,2013-06-12
10,566,1976-04-02
69,567,1973-02-22
12,567,1991-12-24
73,567,1984-03-20
14,568,1971-04-28
28,571,2004-07-16
88,571,1985-04-11
37,571,2016-01-27
53,572,2000-04-11
25,572,2011-08-31
75,573,1977-03-13
95,573,2012-05-27
36,574,2019-03-26
57,574,2011-09-01
55,577,1975-11-22
75,579,1991-08-27
60,579,1991-11-14
23,580,2010-05-26
26,580,1977-07-17
41,580,1976-11-20
12,580,1985-12-16
35,581,1996-10-22
45,582,2010-01-27
61,582,1981-10-14
21,582,1997-01-28
12,582,1977-05-27
80,583,1994-08-23
33,584,1984-03-20
16,584,1970-04-12
22,584,2014-05-04
95,585,2018-06-05
59,585,1992-11-07
53,586,1999-06-20
14,586,1975-09-13
73,586,2003-04-16
26,586,1972-11-06
34,587,2004-09-02
65,587,1973-08-18
11,587,1983-07-05
62,587,1977-11-15
67,588,1990-04-30
89,588,1992-03-25
8,588,1985-03-02
72,588,1988-02-10
65,589,1997-04-21
47,589,2018-02-28
80,589,2004-07-15
59,590,1985-02-17
76,590,2009-03-24
50,590,1990-01-21
77,590,1974-05-25
77,592,1998-03-28
53,592,1997-04-17
43,592,2014-06-15
20,592,2006-03-05
22,593,1982-01-18
23,595,1998-11-01
65,595,1970-06-03
81,595,1973-02-16
21,596,1982-11-06
56,596,2008-05-10
13,599,2008-02-22
60,600,1975-11-06
69,601,2014-12-16
63,602,2015-01-09
93,602,2008-09-10
39,602,1997-08-06
1,603,2002-02-27
55,604,1999-02-12
49,604,1971-05-01
25,604,1993-11-30
42,605,1975-02-12
51,606,1976-03-11
58,606,1987-03-14
15,607,1973-07-23
87,607,2007-05-04
48,608,1980-10-25
26,609,1985-06-21
3,609,2006-02-24
58,610,2011-10-16
63,610,1995-12-27
19,610,1985-09-19
32,610,2006-05-17
10,611,1991-11-24
81,612,1988-03-12
63,612,2010-09-13
87,613,1976-03-31
23,613,1992-06-25
14,616,1992-04-03
68,616,2002-12-19
33,617,2002-01-14
65,617,1983-05-26
62,617,1989-03-12
64,617,2014-06-18
38,618,2007-10-28
88,618,1998-05-07
51,618,2007-06-10
95,618,2006-09-19
37,620,2018-01-22
14,620,2014-01-27
96,621,1979-02-11
4,621,1989-08-02
81,621,2000-05-12
30,621,1988-11-13
75,623,2011-04-07
41,623,1986-04-12
97,623,1971-01-04
78,623,1994-07-15
50,624,2012-05-05
35,624,1991-03-05
59,624,2003-12-30
99,625,2014-02-11
76,625,1998-11-09
38,626,2015-11-23
92,626,2004-05-15
51,626,1982-03-25
59,627,2012-11-08
48,627,1971-01-26
16,627,1982-03-27
35,627,2009-12-15
78,628,1988-08-14
86,628,2002-12-07
21,629,2007-07-15
92,629,2017-10-19
62,629,1994-06-30
45,629,2011-04-03
93,630,2016-11-17
38,630,1986-01-12
9,631,1988-04-02
72,631,1985-06-08
36,631,1975-05-16
4,631,1996-03-30
59,632,2015-03-17
77,633,2015-11-28
10,634,2005-03-13
52,635,1972-08-06
4,635,1985-09-15
94,636,1976-05-03
91,636,2017-04-23
84,636,2014-12-18
61,636,1984-11-19
34,637,2015-03-29
68,637,2015-03-12
61,637,2002-01-03
10,638,1978-04-05
70,638,1988-04-26
53,639,1993-10-21
37,640,1979-12-11
69,640,2019-01-06
64,640,1982-02-25
35,641,1992-07-19
30,641,2012-08-04
27,641,2003-04-07
23,641,1996-01-15
85,642,1975-01-21
